filename,width,height,class,xmin,ymin,xmax,ymax
BM276:MV-00004:zedx:20250519-020042_134.jpg,1920,1200,person,774,399,864,619
BM276:MV-00004:zedx:20250519-020042_134.jpg,1920,1200,person,865,354,938,544
BM276:MV-00004:zedx:20250519-020042_134.jpg,1920,1200,person,707,452,814,685
BM276:MV-00004:zedx:20250519-020042_110.jpg,1920,1200,person,1231,167,1237,193
BM276:MV-00004:zedx:20250519-020042_110.jpg,1920,1200,person,812,378,872,561
BM276:MV-00004:zedx:20250519-020042_110.jpg,1920,1200,auger-head,858,439,972,506
BM276:MV-00004:zedx:20250519-020042_110.jpg,1920,1200,person,632,414,714,587
BM276:MV-00004:zedx:20250519-020042_110.jpg,1920,1200,person,726,399,874,638
BM276:MV-00004:zedx:20250519-050029_99.jpg,1920,1200,person,993,348,1068,546
BM276:MV-00004:zedx:20250519-050029_99.jpg,1920,1200,auger-head,913,469,1022,546
BM276:MV-00004:zedx:20250519-050029_99.jpg,1920,1200,person,1099,332,1171,514
BM276:MV-00004:zedx:20250519-050029_99.jpg,1920,1200,person,901,364,966,477
BM276:MV-00004:zedx:20250519-050029_99.jpg,1920,1200,person,832,353,909,511
BM276:MV-00004:zedx:20250519-050029_36.jpg,1920,1200,person,993,352,1068,541
BM276:MV-00004:zedx:20250519-050029_36.jpg,1920,1200,person,912,351,967,482
BM276:MV-00004:zedx:20250519-050029_36.jpg,1920,1200,auger-head,913,469,1024,545
BM276:MV-00004:zedx:20250519-050029_36.jpg,1920,1200,person,833,344,895,505
BM276:MV-00004:zedx:20250519-050029_36.jpg,1920,1200,person,1100,331,1169,511
BM276:MV-00004:zedx:20250519-050029_78.jpg,1920,1200,person,1093,332,1171,513
BM276:MV-00004:zedx:20250519-050029_78.jpg,1920,1200,auger-head,914,468,1023,546
BM276:MV-00004:zedx:20250519-050029_78.jpg,1920,1200,person,776,344,912,507
BM276:MV-00004:zedx:20250519-050029_78.jpg,1920,1200,person,915,352,967,478
BM276:MV-00004:zedx:20250519-050029_78.jpg,1920,1200,person,996,349,1068,542
BM276:MV-00004:zedx:20250519-020024_71.jpg,1920,1200,person,0,844,190,1094
BM276:MV-00004:zedx:20250519-020024_71.jpg,1920,1200,person,145,719,435,1024
BM276:MV-00004:zedx:20250519-020024_71.jpg,1920,1200,auger-head,855,436,970,503
BM276:MV-00004:zedx:20250519-020024_129.jpg,1920,1200,person,674,394,754,561
BM276:MV-00004:zedx:20250519-020024_129.jpg,1920,1200,person,803,361,871,532
BM276:MV-00004:zedx:20250519-020024_129.jpg,1920,1200,auger-head,858,434,972,501
BM276:MV-00004:zedx:20250519-020024_129.jpg,1920,1200,person,474,480,651,728
BM276:MV-00004:zedx:20250519-020024_117.jpg,1920,1200,auger-head,856,432,973,499
BM276:MV-00004:zedx:20250519-020024_117.jpg,1920,1200,person,354,532,571,808
BM276:MV-00004:zedx:20250519-020024_117.jpg,1920,1200,person,760,381,841,568
BM276:MV-00004:zedx:20250519-020024_117.jpg,1920,1200,person,616,416,711,600
BM276:MV-00004:zedx:20250519-020024_4.jpg,1920,1200,auger-head,862,467,976,532
BM276:MV-00004:zedx:20250519-020024_82.jpg,1920,1200,auger-head,856,435,969,500
BM276:MV-00004:zedx:20250519-020024_82.jpg,1920,1200,person,170,637,397,892
BM276:MV-00004:zedx:20250519-020024_82.jpg,1920,1200,person,414,565,604,832
BM276:MV-00004:zedx:20250519-020024_38.jpg,1920,1200,auger-head,855,434,971,502
BM276:MV-00004:zedx:20250519-020024_26.jpg,1920,1200,auger-head,860,456,976,523
BM276:MV-00004:zedx:20250519-020024_79.jpg,1920,1200,auger-head,856,435,970,500
BM276:MV-00004:zedx:20250519-020024_79.jpg,1920,1200,person,349,604,570,885
BM276:MV-00004:zedx:20250519-020024_79.jpg,1920,1200,person,96,676,342,948
BM276:MV-00004:zedx:20250519-045954_25.jpg,1920,1200,person,985,348,1055,543
BM276:MV-00004:zedx:20250519-045954_25.jpg,1920,1200,auger-head,914,469,1023,545
BM276:MV-00004:zedx:20250519-045954_25.jpg,1920,1200,person,835,352,892,508
BM276:MV-00004:zedx:20250519-045954_25.jpg,1920,1200,person,1099,331,1170,512
BM276:MV-00004:zedx:20250519-045954_25.jpg,1920,1200,person,914,343,966,472
BM276:MV-00004:zedx:20250519-045954_36.jpg,1920,1200,person,1100,330,1170,512
BM276:MV-00004:zedx:20250519-045954_36.jpg,1920,1200,person,984,355,1053,539
BM276:MV-00004:zedx:20250519-045954_36.jpg,1920,1200,person,833,351,892,506
BM276:MV-00004:zedx:20250519-045954_36.jpg,1920,1200,person,913,341,967,475
BM276:MV-00004:zedx:20250519-045954_36.jpg,1920,1200,auger-head,912,469,1022,545
BM276:MV-00004:zedx:20250519-045954_66.jpg,1920,1200,person,911,345,966,475
BM276:MV-00004:zedx:20250519-045954_66.jpg,1920,1200,person,1100,332,1169,514
BM276:MV-00004:zedx:20250519-045954_66.jpg,1920,1200,person,829,350,896,507
BM276:MV-00004:zedx:20250519-045954_66.jpg,1920,1200,person,985,354,1057,541
BM276:MV-00004:zedx:20250519-045954_66.jpg,1920,1200,auger-head,912,469,1022,546
BM276:MV-00004:zedx:20250519-045954_11.jpg,1920,1200,person,1098,330,1169,515
BM276:MV-00004:zedx:20250519-045954_11.jpg,1920,1200,auger-head,914,469,1023,546
BM276:MV-00004:zedx:20250519-045954_11.jpg,1920,1200,person,915,345,967,473
BM276:MV-00004:zedx:20250519-045954_11.jpg,1920,1200,person,844,354,897,505
BM276:MV-00004:zedx:20250519-045954_11.jpg,1920,1200,person,983,363,1085,545
BM276:MV-00004:zedx:20250519-045954_8.jpg,1920,1200,person,1100,333,1169,515
BM276:MV-00004:zedx:20250519-045954_8.jpg,1920,1200,person,841,360,893,506
BM276:MV-00004:zedx:20250519-045954_8.jpg,1920,1200,person,915,345,967,475
BM276:MV-00004:zedx:20250519-045954_8.jpg,1920,1200,auger-head,913,470,1027,546
BM276:MV-00004:zedx:20250519-045954_8.jpg,1920,1200,person,983,363,1081,543
BM276:MV-00004:zedx:20250519-045954_128.jpg,1920,1200,person,833,344,902,506
BM276:MV-00004:zedx:20250519-045954_128.jpg,1920,1200,person,982,361,1064,535
BM276:MV-00004:zedx:20250519-045954_128.jpg,1920,1200,auger-head,915,469,1022,545
BM276:MV-00004:zedx:20250519-045954_128.jpg,1920,1200,person,1100,331,1170,512
BM276:MV-00004:zedx:20250519-045954_128.jpg,1920,1200,person,908,345,962,474
BM276:MV-00004:zedx:20250519-022956_114.jpg,1920,1200,person,982,453,1033,520
BM276:MV-00004:zedx:20250519-022956_114.jpg,1920,1200,auger-head,833,438,948,500
BM276:MV-00004:zedx:20250519-022956_114.jpg,1920,1200,person,470,407,567,601
BM276:MV-00004:zedx:20250519-022956_114.jpg,1920,1200,person,212,520,456,782
BM276:MV-00004:zedx:20250519-022956_91.jpg,1920,1200,person,614,413,739,634
BM276:MV-00004:zedx:20250519-022956_91.jpg,1920,1200,person,403,430,538,635
BM276:MV-00004:zedx:20250519-022956_91.jpg,1920,1200,auger-head,833,438,948,501
BM276:MV-00004:zedx:20250519-022956_91.jpg,1920,1200,person,952,360,1035,518
BM276:MV-00004:zedx:20250519-022956_112.jpg,1920,1200,auger-head,834,439,948,502
BM276:MV-00004:zedx:20250519-022956_112.jpg,1920,1200,person,458,412,567,602
BM276:MV-00004:zedx:20250519-022956_112.jpg,1920,1200,person,270,500,469,773
BM276:MV-00004:zedx:20250519-022956_125.jpg,1920,1200,person,982,407,1032,519
BM276:MV-00004:zedx:20250519-022956_125.jpg,1920,1200,auger-head,832,438,948,500
BM276:MV-00004:zedx:20250519-022956_125.jpg,1920,1200,person,525,388,606,579
BM276:MV-00004:zedx:20250519-022956_125.jpg,1920,1200,person,0,651,245,962
BM276:MV-00004:zedx:20250519-022956_104.jpg,1920,1200,auger-head,834,439,948,502
BM276:MV-00004:zedx:20250519-022956_104.jpg,1920,1200,person,414,417,539,599
BM276:MV-00004:zedx:20250519-022956_104.jpg,1920,1200,person,403,470,559,717
BM276:MV-00004:zedx:20250519-022956_104.jpg,1920,1200,person,980,435,1055,521
BM276:MV-00004:zedx:20250519-022956_56.jpg,1920,1200,person,520,432,653,666
BM276:MV-00004:zedx:20250519-022956_56.jpg,1920,1200,auger-head,833,439,949,502
BM276:MV-00004:zedx:20250519-022956_56.jpg,1920,1200,person,699,373,795,567
BM276:MV-00004:zedx:20250519-022956_56.jpg,1920,1200,person,625,447,740,694
BM276:MV-00004:zedx:20250519-022956_99.jpg,1920,1200,person,376,431,539,633
BM276:MV-00004:zedx:20250519-022956_99.jpg,1920,1200,person,480,444,618,675
BM276:MV-00004:zedx:20250519-022956_99.jpg,1920,1200,auger-head,834,440,950,502
BM276:MV-00004:zedx:20250519-022956_99.jpg,1920,1200,person,980,439,1059,522
BM276:MV-00004:zedx:20250519-015949_69.jpg,1920,1200,person,761,446,865,700
BM276:MV-00004:zedx:20250519-015949_69.jpg,1920,1200,person,861,372,940,573
BM276:MV-00004:zedx:20250519-015949_69.jpg,1920,1200,person,1074,465,1210,761
BM276:MV-00004:zedx:20250519-015949_69.jpg,1920,1200,auger-head,863,468,977,537
BM276:MV-00004:zedx:20250519-015949_81.jpg,1920,1200,person,749,444,865,700
BM276:MV-00004:zedx:20250519-015949_81.jpg,1920,1200,auger-head,864,469,976,538
BM276:MV-00004:zedx:20250519-015949_81.jpg,1920,1200,person,852,378,940,574
BM276:MV-00004:zedx:20250519-015949_81.jpg,1920,1200,person,1059,474,1171,783
BM276:MV-00004:zedx:20250519-015949_124.jpg,1920,1200,person,1058,476,1171,783
BM276:MV-00004:zedx:20250519-015949_124.jpg,1920,1200,auger-head,863,470,979,536
BM276:MV-00004:zedx:20250519-015949_124.jpg,1920,1200,person,790,374,895,565
BM276:MV-00004:zedx:20250519-015949_124.jpg,1920,1200,person,769,441,866,701
BM276:MV-00004:zedx:20250519-015949_87.jpg,1920,1200,person,840,379,940,574
BM276:MV-00004:zedx:20250519-015949_87.jpg,1920,1200,auger-head,863,468,977,535
BM276:MV-00004:zedx:20250519-015949_87.jpg,1920,1200,person,1057,480,1167,786
BM276:MV-00004:zedx:20250519-015949_87.jpg,1920,1200,person,755,447,865,699
BM276:MV-00004:zedx:20250519-015949_80.jpg,1920,1200,person,1060,472,1173,782
BM276:MV-00004:zedx:20250519-015949_80.jpg,1920,1200,person,857,378,940,573
BM276:MV-00004:zedx:20250519-015949_80.jpg,1920,1200,person,749,442,865,701
BM276:MV-00004:zedx:20250519-015949_80.jpg,1920,1200,auger-head,863,468,976,535
BM276:MV-00004:zedx:20250519-015949_0.jpg,1920,1200,person,866,369,941,573
BM276:MV-00004:zedx:20250519-015949_0.jpg,1920,1200,person,1029,442,1211,738
BM276:MV-00004:zedx:20250519-015949_0.jpg,1920,1200,person,747,458,851,732
BM276:MV-00004:zedx:20250519-015949_0.jpg,1920,1200,auger-head,862,469,976,536
BM276:MV-00004:zedx:20250519-023014_0.jpg,1920,1200,person,652,369,717,542
BM276:MV-00004:zedx:20250519-023014_0.jpg,1920,1200,auger-head,832,439,947,502
BM276:MV-00004:zedx:20250519-023014_0.jpg,1920,1200,person,944,371,1021,526
BM276:MV-00004:zedx:20250519-023014_36.jpg,1920,1200,person,936,330,1008,462
BM276:MV-00004:zedx:20250519-023014_36.jpg,1920,1200,auger-head,904,462,1015,535
BM276:MV-00004:zedx:20250519-023014_36.jpg,1920,1200,person,645,370,717,542
BM276:MV-00004:zedx:20250519-023014_58.jpg,1920,1200,person,652,370,718,542
BM276:MV-00004:zedx:20250519-023014_58.jpg,1920,1200,auger-head,981,439,1080,522
BM276:MV-00004:zedx:20250519-023014_58.jpg,1920,1200,person,814,329,903,499
BM276:MV-00004:zedx:20250519-050012_51.jpg,1920,1200,auger-head,912,470,1022,544
BM276:MV-00004:zedx:20250519-050012_51.jpg,1920,1200,person,910,349,963,474
BM276:MV-00004:zedx:20250519-050012_51.jpg,1920,1200,person,837,351,895,507
BM276:MV-00004:zedx:20250519-050012_51.jpg,1920,1200,person,996,357,1066,539
BM276:MV-00004:zedx:20250519-050012_51.jpg,1920,1200,person,1100,331,1169,510
BM276:MV-00004:zedx:20250519-050012_4.jpg,1920,1200,person,1099,332,1169,513
BM276:MV-00004:zedx:20250519-050012_4.jpg,1920,1200,person,993,349,1066,535
BM276:MV-00004:zedx:20250519-050012_4.jpg,1920,1200,auger-head,914,469,1022,545
BM276:MV-00004:zedx:20250519-050012_4.jpg,1920,1200,person,910,345,964,475
BM276:MV-00004:zedx:20250519-050012_4.jpg,1920,1200,person,833,344,900,506
BM276:MV-00004:zedx:20250509-215951_98.jpg,1920,1200,auger-head,901,377,1012,455
BM276:MV-00004:zedx:20250509-215951_98.jpg,1920,1200,person,979,256,1011,341
BM276:MV-00004:zedx:20250509-215951_98.jpg,1920,1200,person,827,237,857,306
BM276:MV-00004:zedx:20250509-215951_130.jpg,1920,1200,auger-head,900,373,1011,451
BM276:MV-00004:zedx:20250509-215951_130.jpg,1920,1200,person,840,232,858,301
BM276:MV-00004:zedx:20250509-215951_130.jpg,1920,1200,person,1016,270,1044,313
BM276:MV-00004:zedx:20250509-215951_123.jpg,1920,1200,person,1003,247,1034,318
BM276:MV-00004:zedx:20250509-215951_123.jpg,1920,1200,person,835,236,857,303
BM276:MV-00004:zedx:20250509-215951_123.jpg,1920,1200,auger-head,901,376,1012,453
BM276:MV-00004:zedx:20250509-215951_136.jpg,1920,1200,person,843,230,864,297
BM276:MV-00004:zedx:20250509-215951_136.jpg,1920,1200,person,1017,247,1047,308
BM276:MV-00004:zedx:20250509-215951_136.jpg,1920,1200,auger-head,900,374,1013,450
BM276:MV-00004:zedx:20250509-215951_93.jpg,1920,1200,auger-head,901,378,1012,455
BM276:MV-00004:zedx:20250509-215951_93.jpg,1920,1200,person,836,239,857,307
BM276:MV-00004:zedx:20250509-215951_93.jpg,1920,1200,person,977,256,1007,344
BM276:MV-00004:zedx:20250509-215951_4.jpg,1920,1200,person,766,259,799,352
BM276:MV-00004:zedx:20250509-215951_4.jpg,1920,1200,auger-head,930,523,1033,600
BM276:MV-00004:zedx:20250509-215951_4.jpg,1920,1200,person,792,288,837,421
BM276:MV-00004:zedx:20250509-215951_38.jpg,1920,1200,person,814,245,839,317
BM276:MV-00004:zedx:20250509-215951_38.jpg,1920,1200,auger-head,926,513,1030,595
BM276:MV-00004:zedx:20250509-215951_38.jpg,1920,1200,person,913,265,939,366
BM276:MV-00004:zedx:20250509-215951_8.jpg,1920,1200,person,812,289,859,407
BM276:MV-00004:zedx:20250509-215951_8.jpg,1920,1200,person,775,260,803,342
BM276:MV-00004:zedx:20250509-215951_8.jpg,1920,1200,auger-head,930,525,1030,600
BM276:MV-00004:zedx:20250509-215951_75.jpg,1920,1200,auger-head,901,376,1014,455
BM276:MV-00004:zedx:20250509-215951_75.jpg,1920,1200,person,950,268,987,363
BM276:MV-00004:zedx:20250509-215951_75.jpg,1920,1200,person,839,239,857,308
BM276:MV-00004:zedx:20250509-223017_130.jpg,1920,1200,person,796,496,896,753
BM276:MV-00004:zedx:20250509-223017_130.jpg,1920,1200,person,1049,325,1108,469
BM276:MV-00004:zedx:20250509-223017_130.jpg,1920,1200,person,948,351,1010,536
BM276:MV-00004:zedx:20250509-223017_130.jpg,1920,1200,auger-head,922,538,1027,618
BM276:MV-00004:zedx:20250509-223017_24.jpg,1920,1200,person,1060,322,1113,460
BM276:MV-00004:zedx:20250509-223017_24.jpg,1920,1200,auger-head,922,539,1022,617
BM276:MV-00004:zedx:20250509-223017_24.jpg,1920,1200,person,790,493,929,735
BM276:MV-00004:zedx:20250509-223017_24.jpg,1920,1200,person,942,356,1021,532
BM276:MV-00004:zedx:20250509-223017_81.jpg,1920,1200,person,941,351,1018,535
BM276:MV-00004:zedx:20250509-223017_81.jpg,1920,1200,person,785,495,931,740
BM276:MV-00004:zedx:20250509-223017_81.jpg,1920,1200,auger-head,921,538,1026,618
BM276:MV-00004:zedx:20250509-223017_81.jpg,1920,1200,person,1056,322,1111,466
BM276:MV-00004:zedx:20250509-223017_5.jpg,1920,1200,person,1058,321,1113,464
BM276:MV-00004:zedx:20250509-223017_5.jpg,1920,1200,auger-head,920,538,1025,619
BM276:MV-00004:zedx:20250509-223017_5.jpg,1920,1200,person,785,494,923,738
BM276:MV-00004:zedx:20250509-223017_5.jpg,1920,1200,person,943,353,1019,536
BM276:MV-00004:zedx:20250509-223017_0.jpg,1920,1200,person,1059,321,1112,462
BM276:MV-00004:zedx:20250509-223017_0.jpg,1920,1200,auger-head,921,539,1024,617
BM276:MV-00004:zedx:20250509-223017_0.jpg,1920,1200,person,612,298,629,327
BM276:MV-00004:zedx:20250509-223017_0.jpg,1920,1200,person,943,353,1017,537
BM276:MV-00004:zedx:20250509-223017_0.jpg,1920,1200,person,788,494,914,738
BM276:MV-00004:zedx:20250509-223017_120.jpg,1920,1200,person,1046,322,1114,527
BM276:MV-00004:zedx:20250509-223017_120.jpg,1920,1200,auger-head,921,536,1027,618
BM276:MV-00004:zedx:20250509-223017_120.jpg,1920,1200,person,945,351,1007,534
BM276:MV-00004:zedx:20250509-223017_120.jpg,1920,1200,person,785,496,903,747
BM276:MV-00004:zedx:20250509-220027_93.jpg,1920,1200,auger-head,913,465,1023,542
BM276:MV-00004:zedx:20250509-220027_93.jpg,1920,1200,person,1210,198,1229,253
BM276:MV-00004:zedx:20250509-220027_129.jpg,1920,1200,person,1194,209,1222,268
BM276:MV-00004:zedx:20250509-220027_129.jpg,1920,1200,auger-head,915,462,1019,538
BM276:MV-00004:zedx:20250509-220027_134.jpg,1920,1200,auger-head,914,464,1022,540
BM276:MV-00004:zedx:20250509-220027_134.jpg,1920,1200,person,1180,210,1204,275
BM276:MV-00004:zedx:20250509-220027_4.jpg,1920,1200,auger-head,913,468,1021,544
BM276:MV-00004:zedx:20250509-220027_4.jpg,1920,1200,person,1215,147,1227,186
BM276:MV-00004:zedx:20250509-220027_56.jpg,1920,1200,person,1200,169,1216,214
BM276:MV-00004:zedx:20250509-220027_56.jpg,1920,1200,auger-head,913,467,1021,544
BM276:MV-00004:zedx:20250509-220009_70.jpg,1920,1200,person,964,176,980,219
BM276:MV-00004:zedx:20250509-220009_70.jpg,1920,1200,auger-head,899,382,1010,459
BM276:MV-00004:zedx:20250509-220009_70.jpg,1920,1200,person,883,183,897,232
BM276:MV-00004:zedx:20250509-220009_21.jpg,1920,1200,person,738,250,761,305
BM276:MV-00004:zedx:20250509-220009_21.jpg,1920,1200,auger-head,902,383,1013,459
BM276:MV-00004:zedx:20250509-220009_21.jpg,1920,1200,person,849,239,873,294
BM276:MV-00004:zedx:20250509-220009_138.jpg,1920,1200,auger-head,901,374,1014,452
BM276:MV-00004:zedx:20250509-220009_19.jpg,1920,1200,person,860,235,881,292
BM276:MV-00004:zedx:20250509-220009_19.jpg,1920,1200,auger-head,904,378,1013,455
BM276:MV-00004:zedx:20250509-220009_19.jpg,1920,1200,person,744,243,768,298
BM276:MV-00004:zedx:20250509-220009_86.jpg,1920,1200,auger-head,901,383,1012,460
BM276:MV-00004:zedx:20250509-220009_86.jpg,1920,1200,person,1143,168,1155,210
BM276:MV-00004:zedx:20250509-220009_86.jpg,1920,1200,person,1066,176,1077,223
BM276:MV-00004:zedx:20250509-220009_18.jpg,1920,1200,auger-head,904,378,1013,455
BM276:MV-00004:zedx:20250509-220009_18.jpg,1920,1200,person,865,237,886,291
BM276:MV-00004:zedx:20250509-220009_18.jpg,1920,1200,person,747,245,768,296
BM276:MV-00004:zedx:20250509-220009_36.jpg,1920,1200,person,783,249,817,301
BM276:MV-00004:zedx:20250509-220009_36.jpg,1920,1200,auger-head,903,393,1014,468
BM276:MV-00004:zedx:20250509-220009_36.jpg,1920,1200,person,699,260,719,314
BM276:MV-00004:zedx:20250509-220009_89.jpg,1920,1200,person,1094,173,1105,219
BM276:MV-00004:zedx:20250509-220009_89.jpg,1920,1200,auger-head,901,380,1011,457
BM276:MV-00004:zedx:20250509-220009_89.jpg,1920,1200,person,1168,164,1185,208
BM276:MV-00004:zedx:20250509-220009_24.jpg,1920,1200,person,816,234,855,284
BM276:MV-00004:zedx:20250509-220009_24.jpg,1920,1200,auger-head,900,372,1014,448
BM276:MV-00004:zedx:20250509-220009_24.jpg,1920,1200,person,721,237,741,294
BM276:MV-00004:zedx:20250509-220009_74.jpg,1920,1200,person,924,181,935,230
BM276:MV-00004:zedx:20250509-220009_74.jpg,1920,1200,auger-head,900,379,1011,456
BM276:MV-00004:zedx:20250509-220009_74.jpg,1920,1200,person,1000,172,1021,219
BM276:MV-00004:zedx:20250509-220009_83.jpg,1920,1200,person,1107,163,1125,210
BM276:MV-00004:zedx:20250509-220009_83.jpg,1920,1200,person,1031,170,1044,217
BM276:MV-00004:zedx:20250509-220009_83.jpg,1920,1200,auger-head,899,378,1010,451
BM276:MV-00004:zedx:20250509-220009_8.jpg,1920,1200,person,805,220,820,281
BM276:MV-00004:zedx:20250509-220009_8.jpg,1920,1200,auger-head,899,378,1010,455
BM276:MV-00004:zedx:20250509-220009_8.jpg,1920,1200,person,939,220,954,274
BM276:MV-00004:zedx:20250509-220009_29.jpg,1920,1200,person,706,249,729,302
BM276:MV-00004:zedx:20250509-220009_29.jpg,1920,1200,auger-head,900,385,1012,462
BM276:MV-00004:zedx:20250509-220009_29.jpg,1920,1200,person,806,240,831,294
BM276:MV-00004:zedx:20250509-220009_58.jpg,1920,1200,auger-head,897,390,1010,466
BM276:MV-00004:zedx:20250509-220009_58.jpg,1920,1200,person,776,202,792,255
BM276:MV-00004:zedx:20250509-220009_58.jpg,1920,1200,person,860,192,879,243
BM276:MV-00004:zedx:20250509-220009_59.jpg,1920,1200,person,785,203,801,256
BM276:MV-00004:zedx:20250509-220009_59.jpg,1920,1200,person,871,193,887,245
BM276:MV-00004:zedx:20250509-220009_59.jpg,1920,1200,auger-head,897,393,1009,469
BM276:MV-00004:zedx:20250509-223000_15.jpg,1920,1200,person,1054,335,1121,517
BM276:MV-00004:zedx:20250509-223000_15.jpg,1920,1200,auger-head,935,542,1037,623
BM276:MV-00004:zedx:20250509-223000_15.jpg,1920,1200,person,583,300,602,333
BM276:MV-00004:zedx:20250509-223000_15.jpg,1920,1200,person,909,344,982,521
BM276:MV-00004:zedx:20250509-223000_15.jpg,1920,1200,person,727,442,815,636
BM276:MV-00004:zedx:20250509-223000_11.jpg,1920,1200,person,584,305,602,338
BM276:MV-00004:zedx:20250509-223000_11.jpg,1920,1200,person,710,454,788,657
BM276:MV-00004:zedx:20250509-223000_11.jpg,1920,1200,person,905,353,974,526
BM276:MV-00004:zedx:20250509-223000_11.jpg,1920,1200,person,1057,350,1127,509
BM276:MV-00004:zedx:20250509-223000_11.jpg,1920,1200,auger-head,936,533,1040,614
BM276:MV-00004:zedx:20250509-223000_23.jpg,1920,1200,auger-head,938,554,1036,636
BM276:MV-00004:zedx:20250509-223000_23.jpg,1920,1200,person,935,357,989,520
BM276:MV-00004:zedx:20250509-223000_23.jpg,1920,1200,person,767,450,854,639
BM276:MV-00004:zedx:20250509-223000_23.jpg,1920,1200,person,592,318,610,351
BM276:MV-00004:zedx:20250509-223000_23.jpg,1920,1200,person,1046,338,1105,486
BM276:MV-00004:zedx:20250509-223000_16.jpg,1920,1200,person,734,441,811,640
BM276:MV-00004:zedx:20250509-223000_16.jpg,1920,1200,person,584,301,601,335
BM276:MV-00004:zedx:20250509-223000_16.jpg,1920,1200,auger-head,936,543,1036,624
BM276:MV-00004:zedx:20250509-223000_16.jpg,1920,1200,person,914,344,980,516
BM276:MV-00004:zedx:20250509-223000_16.jpg,1920,1200,person,1053,335,1120,464
BM276:MV-00004:zedx:20250509-223000_67.jpg,1920,1200,auger-head,931,540,1032,622
BM276:MV-00004:zedx:20250509-223000_67.jpg,1920,1200,person,936,359,1013,520
BM276:MV-00004:zedx:20250509-223000_67.jpg,1920,1200,person,1043,318,1101,470
BM276:MV-00004:zedx:20250509-223000_67.jpg,1920,1200,person,876,469,977,717
BM276:MV-00004:zedx:20250509-223000_67.jpg,1920,1200,person,575,305,592,340
BM276:MV-00004:zedx:20250509-223000_4.jpg,1920,1200,person,682,461,779,677
BM276:MV-00004:zedx:20250509-223000_4.jpg,1920,1200,auger-head,927,503,1033,579
BM276:MV-00004:zedx:20250509-223000_4.jpg,1920,1200,person,580,301,598,333
BM276:MV-00004:zedx:20250509-223000_4.jpg,1920,1200,person,893,358,963,533
BM276:MV-00004:zedx:20250509-223000_4.jpg,1920,1200,person,1025,352,1096,520
BM276:MV-00004:zedx:20250509-223000_0.jpg,1920,1200,person,574,298,592,329
BM276:MV-00004:zedx:20250509-223000_0.jpg,1920,1200,person,1014,359,1080,533
BM276:MV-00004:zedx:20250509-223000_0.jpg,1920,1200,person,652,475,759,697
BM276:MV-00004:zedx:20250509-223000_0.jpg,1920,1200,auger-head,924,486,1029,564
BM276:MV-00004:zedx:20250509-223000_0.jpg,1920,1200,person,891,362,955,546
BM276:MV-00004:zedx:20250509-223000_58.jpg,1920,1200,person,1046,319,1101,473
BM276:MV-00004:zedx:20250509-223000_58.jpg,1920,1200,person,804,470,922,720
BM276:MV-00004:zedx:20250509-223000_58.jpg,1920,1200,person,929,361,999,516
BM276:MV-00004:zedx:20250509-223000_58.jpg,1920,1200,person,577,304,595,340
BM276:MV-00004:zedx:20250509-223000_58.jpg,1920,1200,auger-head,931,541,1031,622
BM276:MV-00004:zedx:20250509-223000_66.jpg,1920,1200,auger-head,934,544,1015,621
BM276:MV-00004:zedx:20250509-223000_66.jpg,1920,1200,person,868,470,950,731
BM276:MV-00004:zedx:20250509-223000_66.jpg,1920,1200,person,1046,319,1099,470
BM276:MV-00004:zedx:20250509-223000_66.jpg,1920,1200,person,576,305,593,340
BM276:MV-00004:zedx:20250509-223000_66.jpg,1920,1200,person,931,361,1013,520
BM276:MV-00004:zedx:20250509-223035_69.jpg,1920,1200,person,1052,327,1112,468
BM276:MV-00004:zedx:20250509-223035_69.jpg,1920,1200,person,947,359,1013,537
BM276:MV-00004:zedx:20250509-223035_69.jpg,1920,1200,person,789,494,893,752
BM276:MV-00004:zedx:20250509-223035_69.jpg,1920,1200,auger-head,921,538,1025,619
BM276:MV-00004:zedx:20250509-223035_69.jpg,1920,1200,person,755,273,765,296
BM276:MV-00004:zedx:20250509-223035_69.jpg,1920,1200,person,627,288,634,305
BM276:MV-00004:zedx:20250509-223035_0.jpg,1920,1200,person,786,494,906,758
BM276:MV-00004:zedx:20250509-223035_0.jpg,1920,1200,person,943,355,1007,534
BM276:MV-00004:zedx:20250509-223035_0.jpg,1920,1200,auger-head,922,537,1026,619
BM276:MV-00004:zedx:20250509-223035_0.jpg,1920,1200,person,1055,327,1111,465
BM276:MV-00004:zedx:20250509-223035_128.jpg,1920,1200,person,945,352,1004,536
BM276:MV-00004:zedx:20250509-223035_128.jpg,1920,1200,person,786,494,893,754
BM276:MV-00004:zedx:20250509-223035_128.jpg,1920,1200,auger-head,924,537,1026,620
BM276:MV-00004:zedx:20250509-223035_128.jpg,1920,1200,person,1050,333,1110,529
BM276:MV-00004:zedx:20250525-023006_0.jpg,1920,1200,auger-head,925,488,1030,568
BM276:MV-00004:zedx:20250525-023006_0.jpg,1920,1200,person,1037,200,1045,215
BM276:MV-00004:zedx:20250525-023006_0.jpg,1920,1200,person,913,370,972,493
BM276:MV-00004:zedx:20250525-023006_0.jpg,1920,1200,person,844,483,961,699
BM276:MV-00004:zedx:20250525-023006_74.jpg,1920,1200,person,842,505,973,699
BM276:MV-00004:zedx:20250525-023006_74.jpg,1920,1200,auger-head,945,488,1030,546
BM276:MV-00004:zedx:20250525-023006_74.jpg,1920,1200,person,910,370,967,508
